id,label,categories
10421,"bug,welcoming contributions","status,type"
10422,"bug,widget","topic,type"
10423,"bug,widget,widget-filter","topic,topic,type"
10424,"bug,widget,widget-resizable,widget-scroller","topic,topic,topic,type"
10425,"bug,widget-build","topic,type"
10426,"bug,widget-stickyheaders","topic,type"
10427,"bug,win","env,type"
10428,"bug,windows","env,type"
10429,"bug,windows-forms","topic,type"
10430,"bug,wip","status,type"
10431,"bug,won't fix","status,type"
10432,"bug,wontfix","status,type"
10433,"bug,wontfix/works for me","status,type"
10434,"bug,work-around-exists","status,type"
10435,"Bug,Work: Front-end","topic,type"
10436,"bug,workaround","status,type"
10437,"bug,workaround exists","status,type"
10438,"bug,workaround-available","status,type"
10439,"bug,working-on-this","status,type"
10440,"bug,would","priority,type"
10441,"bug,yii","topic,type"
10442,"bug,z - lenguaje controlado","type,unknown"
10443,"bug,z-test","topic,type"
10444,"bug,zz-implementationchild","topic,type"
10445,"bug,сложное в реализации","type,unknown"
10446,"bug,★★","type,unknown"
10447,"bug,★★★","type,unknown"
10448,"bug,⚡ heads up ⚡","type,unknown"
10449,"bug,🏚 stale","status,type"
10452,"bug-assert,opsys-android","complex,env"
10453,"bug-assert,status-duplicate","complex,status"
10459,"bug-created-vsts,doc-enhancement","complex,complex"
10460,"bug-created-vsts,doc-idea","complex,complex"
10461,"bug-created-vsts,in-progress","complex,status"
10462,"bug-created-vsts,product-feedback","complex,topic"
10463,"bug-created-vsts,product-feedback,resolved","complex,status,topic"
10464,"bug-created-vsts,product-question","complex,complex"
10465,"bug-created-vsts,resolved","complex,status"
10466,"bug-created-vsts,resolved,triaged","complex,status,status"
10467,"bug-created-vsts,triaged","complex,status"
10479,"bug-lists,status/stale","complex,status"
10489,"bug-type: broken use case,v2.0.0","complex,version"
10491,"bug-type: confusing,inactive: fixed","complex,status"
10494,"bug-type: unexpected behavior,experience: ux","complex,priority"
10495,"bug-type: unexpected behavior,inactive: cannot reproduce","complex,status"
10500,"bug-vim,enhancement","complex,type"
10501,"bug-vim,wontfix","complex,status"
10507,"bug/compilation,bug/fixed,status/resolved","complex,complex,status"
10512,"bug/fixed,code/compilation-warning,status/resolved","complex,status,topic"
10513,"bug/fixed,os/linux,status/resolved","complex,env,status"
10514,"bug/fixed,status/resolved","complex,status"
10516,"bug/general,status/has-pr","complex,status"
10517,"bug/general,view/orgs","complex,topic"
10520,"bug/needs-fix,bug/needs-investigation,needs/issuer-feedback","complex,complex,status"
10521,"bug/needs-fix,status/resolved,status/withdrawn","complex,status,status"
10523,"bug/needs-investigation,needs/issuer-feedback","complex,status"
10524,"bug/needs-investigation,needs/issuer-feedback,programmer/stlinkv2,target/stm32f0","complex,complex,dev,status"
10525,"bug/needs-investigation,needs/issuer-feedback,target/stm32f0","complex,dev,status"
10526,"bug/needs-investigation,target/stm32f0","complex,dev"
10531,"bug/status/fixed,bug/status/verified","complex,status"
10533,"bug/status/invalid,bug/status/verified","complex,status"
10536,"bug/typo,fixed/added in newer versions","complex,complex"
10543,"bug: audio,followup: needs info or confirmation","complex,status"
10545,"bug: behavior,priority: 1 - middle","complex,priority"
10546,"bug: behavior,status: needs triage","complex,status"
10548,"bug: chinese text,bug: font rendering","complex,complex"
10549,"bug: chinese text,out of scope","complex,status"
10554,"bug: confirmed,fixed in next release","complex,status"
10555,"bug: confirmed,fixed in next release,help wanted","complex,status,status"
10556,"bug: confirmed,help wanted","complex,status"
10560,"bug: direct3d,bug: ui","complex,complex"
10561,"bug: direct3d,bug: ui,platform: windows","complex,complex,env"
10562,"bug: direct3d,platform: windows","complex,env"
10565,"bug: exception,priority: 1 - middle","complex,priority"
10567,"bug: file-export,camera","complex,topic"
10571,"bug: font rendering,invalid: duplicate","complex,status"
10572,"bug: font rendering,platform: osx","complex,env"
10582,"bug: major,followup: enhancement","complex,type"
10583,"bug: major,netplay","complex,topic"
10584,"bug: major,platform: linux","complex,env"
10589,"bug: minor,post/text processing","complex,topic"
10592,"bug: netplay,platform: linux","complex,env"
10599,"bug: runtime,component: messaging","complex,topic"
10600,"bug: runtime,component: remote config","complex,topic"
10602,"bug: segfault/crash/hang,component: qtwebkit","complex,topic"
10609,"bug: ui,feature request","complex,type"
10615,"bug: waiting for more info,time axis layout: markers and groups","complex,topic"
10619,"bug: wip,difficulty: average,scope: image processing,understood: clear","complex,priority,status,topic"
10621,"bug:confirmed,bug:upstream","complex,complex"
10626,"bug:major,wip","complex,status"
10630,"bug:research,prio: high","complex,priority"
10632,"bug:severe,edit:navigation","complex,topic"
10635,"bug?,needs investigation","status,type"
10636,"bug?,stale","status,type"
10639,"bugfix of the month,in progress","complex,status"
10640,"bugfix of the month,newbie,non-coding","complex,status,topic"
10642,"bugfixed,bug","complex,type"
10643,"bugfixed,q-a","complex,type"
10646,"bugs abiertos,v1.0","topic,version"
10647,"bugs,fixed","status,type"
10648,"bugs,installing node: checksums,pull request wanted","status,topic,type"
10649,"bugs,non-blocking","priority,type"
10655,"bugzilla,front-end","topic,topic"
10656,"bugzilla,fx57","topic,unknown"
10657,"bugzilla,fx58","topic,unknown"
10658,"bugzilla,p1","priority,topic"
10659,"bugzilla,p1,fx57","priority,topic,unknown"
10660,"bugzilla,★★★★★","topic,unknown"
10663,"bug_report,waiting_on_maintainer","status,type"
10668,"build & packaging,improvement","dev,type"
10676,"build icon,vanilla,wontfix","status,topic,topic"
10678,"build issue,release","dev,topic"
10692,"build system,conf","topic,topic"
10693,"build system,documentation","topic,type"
10694,"build system,enhancement","topic,type"
10695,"build system,low priority","priority,topic"
10696,"build system,stale","status,topic"
10700,"build tools,stale","status,topic"
10701,"build un/install,network","topic,topic"
10703,"build,checkout","dev,status"
10704,"build,code","dev,topic"
10705,"build,code,firefox","dev,env,topic"
10706,"build,contribute!","dev,status"
10707,"build,core,testing","dev,status,topic"
10708,"build,core,testing,triaged","dev,status,status,topic"
10709,"build,dependencies","dev,topic"
10710,"build,development","dev,status"
10711,"build,doc required","complex,dev"
10712,"build,documentation,webserver","dev,topic,type"
10713,"build,duplicate","dev,status"
10714,"build,engineering","dev,topic"
10715,"build,enhancement","dev,type"
10716,"build,enhancement,help wanted","dev,status,type"
10717,"build,fixed","dev,status"
10718,"build,fixed,not-c++","dev,status,topic"
10719,"build,fixed-waiting-test,help-wanted","dev,status,status"
10720,"build,good for pr","dev,type"
10721,"build,has pr","dev,status"
10722,"build,help wanted","dev,status"
10723,"build,help-wanted","dev,status"
10724,"build,high priority","dev,priority"
10725,"build,infrastructure,p3","dev,dev,unknown"
10726,"build,invalid","dev,status"
10727,"build,invalid,unit test","dev,dev,status"
10728,"build,java-10,java-8","dev,env,env"
10729,"build,linux","dev,env"
10730,"build,missing something","dev,topic"
10731,"build,mobsya","dev,unknown"
10732,"build,mono","dev,topic"
10733,"build,mp4box","dev,topic"
10734,"build,needhelp","dev,status"
10735,"build,needs more info","dev,status"
10736,"build,not-c++","dev,topic"
10737,"build,os: android,to-be-checked","dev,env,status"
10738,"build,os: ios,reproducible","dev,env,status"
10739,"build,p3","dev,unknown"
10740,"build,packaging","dev,dev"
10741,"build,pager,search","dev,topic,topic"
10742,"build,platform","dev,topic"
10743,"build,production hardening","dev,topic"
10744,"build,question","dev,type"
10745,"build,resolved/invalid","dev,status"
10746,"build,search","dev,topic"
10747,"build,site","dev,topic"
10748,"build,support","dev,status"
10749,"build,team-triaged","dev,dev"
10750,"build,tech debt","dev,dev"
10751,"build,test","dev,status"
10752,"build,ubuntu-18.04","dev,env"
10753,"build,unit test","dev,dev"
10754,"build,verified","dev,status"
10755,"build,webserver","dev,topic"
10756,"build,windows","dev,env"
10757,"build,wontfix","dev,status"
10758,"build,workaround","dev,status"
10759,"build,xt","dev,unknown"
10760,"build,⚠ urgent ⚠","dev,priority"
10763,"build-ci,priority-high","priority,topic"
10768,"build-error,node-v10","topic,version"
10769,"build-error,stale","status,topic"
10772,"build-flow,help wanted","status,topic"
10775,"build-infrastructure,high-priority","priority,topic"
10780,"build-scripts,priority:low","priority,topic"
10785,"build/custom,priority/awaiting-more-evidence","priority,topic"
10787,"build/debug,wip","dev,status"
10794,"build/install,linux,opencv-3","env,topic,topic"
10795,"build/install,question","topic,type"
10799,"build/release,help wanted","dev,status"
10804,"buildautomation,documentation","topic,type"
10807,"builder integrations,priority-3","priority,topic"
10808,"builder,bug","topic,type"
10809,"builder,duplicate","status,topic"
10810,"builder,executor","topic,topic"
10811,"builder,library","topic,topic"
10812,"builder,stale","status,topic"
10814,"builder/azure,provisioner/powershell","env,topic"
10817,"builders/cluster,lifecycle/stale","status,topic"
10819,"builders:jest,enhancement","topic,type"
10823,"buildinfo,duplicate,summary,userinfo","status,topic,topic,topic"
10824,"buildinfo,summary,userinfo","topic,topic,topic"
10828,"building,cabal","topic,topic"
10829,"building,help wanted","status,topic"
10830,"building,hpc","env,topic"
10831,"building,patch available","status,topic"
10832,"building,performance,stack","topic,topic,topic"
10833,"building,tests","dev,topic"
10834,"building,travis,upstream issue","dev,topic,topic"
10835,"building,upstream issue","dev,topic"
10838,"buildings,duplicate","status,topic"
10840,"building_code,waiting_for_information","status,topic"
10843,"buildkit,question,registry (push and/or pull)","topic,topic,type"
10848,"builds,verified","status,topic"
10849,"builds,website","topic,topic"
10853,"buildsystem,fixed","status,topic"
10857,"built in programs,don't know how to fix","status,topic"
10858,"built,component","topic,topic"
10859,"built,obs_ready","complex,topic"
10860,"built,obs_ready,t:perf-tools","complex,topic,topic"
10861,"built,t:perf-tools","topic,topic"
10862,"built,t:runtimes","topic,topic"
10865,"bukkit,solved,spigot","status,topic,unknown"
10866,"bukkit,spigot","topic,unknown"
10869,"bulk upload / scanned pdf submission),good first issue","priority,topic"
10870,"bulk upload / scanned pdf submission),ta grading","topic,topic"
10877,"bundle,ready","status,topic"
10879,"bundler,help wanted","status,topic"
10881,"bungeecord,awaiting answer","status,topic"
10882,"bungeecord,spigot","topic,unknown"
10884,"bungie api bug,need data source / api","complex,status"
10886,"bunnyfoot,testing: ready to test,ux,ux-critical","complex,status,topic,topic"
10887,"bunnyfoot,ux","topic,topic"
10888,"bunnyfoot,ux,ux-critical","complex,topic,topic"
10897,"button,client specific","topic,topic"
10898,"buttonindex2lineinstance,keypad","topic,topic"
10902,"bvtd,wontfix","status,unknown"
10907,"by design,stack overflow","topic,topic"
10911,"by-design,feature","topic,type"
10912,"by-design,wontfix","status,topic"
10921,"bytecode,opsys-windows","env,topic"
10923,"byteweight,help wanted","status,topic"
10926,"byzgen,wontfix","status,unknown"
10928,"bz,qe","unknown,unknown"
10930,"bzip2,iis","topic,unknown"
10931,"bzip2,ready","status,topic"
10935,"c - desktop,l - has pr","status,topic"
10936,"c - desktop,l - need more information","status,topic"
10937,"c - desktop,l - need to reproduce","status,topic"
10938,"c - desktop,p - macos","env,topic"
10939,"c - desktop,p1 - critical","priority,topic"
10940,"c - desktop,p1 - critical,t - bug","priority,topic,type"
10941,"c - desktop,p2 - high","priority,topic"
10944,"c - mobile,l - need to reproduce","status,topic"
10946,"c - shared,e - functional,l - need to reproduce","status,topic,topic"
10947,"c - shared,v2","topic,version"
10950,"c 1.12,c 1.13","env,env"
10951,"c 1.12,t ready for test","env,status"
10954,"c api,s input needed,t ready for test","env,status,status"
10955,"c api,t ready for test","env,status"
10958,"c code,ccw,enhancement,gpu - new back-end","env,topic,topic,type"
10960,"c offline-mode/bungee,t ready for test","status,topic"
10962,"c performance/concurrency,t ready for test","status,topic"
10964,"c translation,feature","topic,type"
10965,"c translation,float","topic,topic"
10966,"c translation,trezor","topic,topic"
10968,"c#,feedback","env,type"
10969,"c#,help wanted","env,status"
10970,"c#,help wanted,java","env,env,status"
10973,"c++,cleanup","env,type"
10974,"c++,confusing","env,status"
10975,"c++,confusing,fixed","env,status,status"
10976,"c++,core","env,topic"
10977,"c++,customer issue","env,topic"
10978,"c++,debugging","dev,env"
10979,"c++,diagnostics","env,topic"
10980,"c++,diagnostics,r packages","env,topic,topic"
10981,"c++,discussion-needed","env,status"
10982,"c++,documentation","env,type"
10983,"c++,documentation,good first issue","env,priority,type"
10984,"c++,documentation,question","env,type,type"
10985,"c++,duplicate","env,status"
10986,"c++,fixed","env,status"
10987,"c++,fixed,invisible","env,status,topic"
10988,"c++,good first issue","env,priority"
10989,"c++,in progress","env,status"
10990,"c++,investigate","env,status"
10991,"c++,invisible","env,topic"
10992,"c++,java","env,env"
10993,"c++,low-hanging-fruit","env,priority"
10994,"c++,lua","env,env"
10995,"c++,python","env,env"
10996,"c++,question","env,type"
10997,"c++,refactoring","env,type"
10998,"c++,wontfix","env,status"
10999,"c++-api,priority: low","env,priority"
11004,"c,close?","env,status"
11005,"c,iplant","env,topic"
11006,"c,tex","env,topic"
11009,"c-android,s-confirmed","env,status"
11012,"c-assigned,c-has open pr","status,status"
11013,"c-assigned,c-has open pr,e-easy,l-python","priority,status,status,topic"
11014,"c-assigned,c-has-pr","status,status"
11015,"c-assigned,e-easy,l-python","priority,status,topic"
11017,"c-back,facile","priority,topic"
11019,"c-bug,c-refactoring","type,type"
11020,"c-bug,e-hard","priority,type"
11023,"c-cleanup,e-help-wanted","status,type"
11024,"c-csv/region mapping,p-aremi","topic,unknown"
11027,"c-dev-productivity,p1","priority,topic"
11028,"c-dlts,distributed training","complex,topic"
11031,"c-dotnet,c-java,c-nodejs,c-py","env,env,env,env"
11032,"c-dotnet,r-awaiting answer","env,status"
11033,"c-dta,raised by customer","topic,topic"
11035,"c-editor,p-high","priority,topic"
11038,"c-events,c-ui","topic,topic"
11039,"c-events,c-ui,s-small,t-enhancement","priority,topic,topic,type"
11040,"c-events,s-small,t-enhancement","priority,topic,type"
11042,"c-ext,ssl","topic,topic"
11044,"c-feature,e-hard,stale,v-sup","priority,status,type,unknown"
11045,"c-feature,e-hard,v-sup","priority,type,unknown"
11046,"c-feature,v-sup","type,unknown"
11048,"c-feature-request,p-high","priority,type"
11049,"c-feature-request,upstream","status,type"
11055,"c-infra,i-enhancement","topic,type"
11057,"c-java,d-firefox","env,env"
11058,"c-java,d-safari","env,env"
11059,"c-java,r-awaiting answer","env,status"
11060,"c-jupyter,r-duplicate","env,status"
11062,"c-list,prio-high","priority,topic"
11063,"c-list,taxonomies","topic,topic"
11064,"c-list,usability","topic,topic"
11065,"c-low hanging fruit,u-build system,z-feature request","priority,topic,type"
11069,"c-mii,pai-exp,raised by customer","topic,topic,topic"
11070,"c-mii,raised by customer","topic,topic"
11074,"c-model,p-high","priority,topic"
11076,"c-module system,s-in progress","status,topic"
11077,"c-msrg,pai-exp,bug,investigation,raised by customer","status,topic,topic,topic,type"
11079,"c-navigation,p-high","priority,topic"
11082,"c-nodejs,d-chrome","env,env"
11083,"c-nodejs,r-awaiting answer","env,status"
11085,"c-py,r-awaiting answer","env,status"
11087,"c-rb,i-needs investigation,r-awaiting answer","env,status,status"
11089,"c-remote,r-awaiting answer","status,topic"
11091,"c-robosense,bug","topic,type"
11093,"c-search,epic,needs discussion,p-terrace,real backend","status,topic,topic,topic,unknown"
11094,"c-search,needs discussion,p-terrace,real backend","status,topic,topic,topic"
11095,"c-search,needs discussion,real backend","status,topic,topic"
11096,"c-search,real backend","topic,topic"
11100,"c-specification,prio-high,t-bug","priority,topic,type"
11101,"c-specification,t-bug","topic,type"
11103,"c-syntax,discuss","status,topic"
11105,"c-technical-debt,e-good-first-issue","dev,priority"
11106,"c-technical-debt,i-scaling,i-security :warning:,needs-design :scroll:","dev,status,topic,topic"
11108,"c-time,t-enhancement","topic,type"
11110,"c-tools,ufo3","topic,unknown"
11112,"c-tracking-issue,z-package-features","topic,topic"
11116,"c-ui,p-low","priority,topic"
11117,"c-ui,t-bug","topic,type"
11121,"c-ux,p0","priority,topic"
11123,"c-wont-fix-for-now,i-wishlist","priority,status"
11124,"c-wont-fix-for-now,p-high","priority,status"
11125,"c-wont-fix-for-now,question","status,type"
11127,"c-wontfix,enhancement","status,type"
11129,"c.bug,d.firsttimers","type,unknown"
11131,"c.devops,v7-resolved","complex,dev"
11133,"c.enhancement,d.easy","priority,type"
11134,"c.enhancement,d.easy,s.inprogress","priority,status,type"
11135,"c.enhancement,p.low","priority,type"
11139,"c.task,e.1","topic,unknown"
11140,"c.task,e.2","topic,unknown"
11143,"c/community,c/learn","topic,topic"
11145,"c/console,k/bug,p/urgent","priority,topic,type"
11149,"c/server,good first issue,k/production","priority,topic,type"
11150,"c/server,k/bug","topic,type"
11151,"c/server,k/enhancement,p/high","priority,topic,type"
11152,"c/server,p/high","priority,topic"
11153,"c/server,p/urgent","priority,topic"
11154,"c1-cosmetic,est1-hour","priority,priority"
11155,"c1-cosmetic,est1-hour,t1-bug","priority,priority,type"
11162,"c3,p4","unknown,unknown"
11164,"c3-small-fix,p0-critical","priority,type"
11165,"c3-small-fix,p2-medium","priority,type"
11169,"c5,l2","unknown,unknown"
11170,"c5-half-a-day,p0-critical","priority,priority"
11171,"c5-half-a-day,p1-important,research","priority,priority,topic"
11174,"c: 1,feature,needs discussion","status,type,unknown"
11177,"c: 3,needs research","status,unknown"
11179,"c: android,t: improvement","env,type"
11182,"c: backend,c: client","topic,topic"
11183,"c: backend,c: client,f: wbidentity","topic,topic,topic"
11184,"c: backend,c: packaging","topic,topic"
11185,"c: backend,f: exception notification","topic,topic"
11188,"c: build scripts,c: client","topic,topic"
11189,"c: build scripts,c: release scripts,f: security,t: unit-testing","dev,topic,topic,topic"
11190,"c: build,e: all editions,p: medium","priority,topic,topic"
11191,"c: build,e: all editions,p: medium,r: answered","priority,status,topic,topic"
11193,"c: buttongroup,enhancement,typescript","topic,topic,type"
11194,"c: buttongroup,typescript","topic,topic"
11196,"c: chat,enhancement","topic,type"
11197,"c: chat,kendo2","topic,topic"
11199,"c: clean(),m: core","topic,topic"
11200,"c: clean(),m: core,r: fixed","status,topic,topic"
11201,"c: clean(),r: fixed","status,topic"
11203,"c: cli,good first issue,type: docs","priority,topic,type"
11204,"c: cli,s: auto-locked,good first issue,type: docs","priority,status,topic,type"
11205,"c: cli,type: docs","topic,type"
11207,"c: client,f: exception notification,u: admin","topic,topic,topic"
11209,"c: code generation,c: db: sybase ase,e: enterprise edition,p: medium","env,priority,topic,topic"
11210,"c: code generation,c: db: sybase ase,e: enterprise edition,p: medium,r: answered","env,priority,status,topic,topic"
11211,"c: code generation,c: db: vertica,e: enterprise edition,p: medium","env,priority,topic,topic"
11212,"c: code generation,c: db: vertica,e: enterprise edition,p: medium,r: fixed","env,priority,status,topic,topic"
11213,"c: code generation,e: all editions,p: medium","priority,topic,topic"
11214,"c: code generation,e: all editions,p: medium,r: answered","priority,status,topic,topic"
11215,"c: code generation,r: fixed","status,topic"
11216,"c: colorpicker,enhancement","topic,type"
11218,"c: core,migrated","status,topic"
11219,"c: core,migrated,r: fixed","status,status,topic"
11220,"c: core,r: fixed","status,topic"
11221,"c: dataproviders / dialects,migrated","status,topic"
11222,"c: dataproviders / dialects,migrated,r: replaced","status,status,topic"
11223,"c: dataproviders / dialects,p: minor","priority,topic"
11224,"c: dataproviders / dialects,r: fixed","status,topic"
11225,"c: db: aurora mysql,c: db: mysql,e: all editions,p: medium","env,env,priority,topic"
11226,"c: db: aurora mysql,c: db: mysql,e: all editions,p: medium,r: fixed","env,env,priority,status,topic"
11228,"c: db: db2,r: fixed","env,status"
11230,"c: db: h2,c: functionality,e: all editions,p: medium","env,priority,topic,topic"
11231,"c: db: h2,c: functionality,e: all editions,p: medium,r: fixed","env,priority,status,topic,topic"
11232,"c: db: h2,c: functionality,e: all editions,p: medium,r: fixed,t: incompatible change","env,priority,status,topic,topic,topic"
11233,"c: db: h2,c: functionality,e: all editions,p: medium,t: incompatible change","env,priority,topic,topic,topic"
11234,"c: db: h2,e: all editions","env,topic"
11235,"c: db: h2,e: all editions,r: fixed","env,status,topic"
11236,"c: db: h2,r: fixed","env,status"
11238,"c: db: hsqldb,r: fixed","env,status"
11240,"c: db: mariadb,r: fixed","env,status"
11242,"c: db: memsql,r: fixed","env,status"
11243,"c: db: memsql,r: worksforme","env,status"
11244,"c: db: mysql,c: functionality,e: all editions,p: medium","env,priority,topic,topic"
11245,"c: db: oracle,r: fixed","env,status"
11247,"c: db: postgresql,c: documentation,e: all editions,p: medium","env,priority,topic,type"
11248,"c: db: postgresql,c: documentation,e: all editions,p: medium,r: wontfix","env,priority,status,topic,type"
11249,"c: db: postgresql,c: functionality,e: all editions,p: medium","env,priority,topic,topic"
11250,"c: db: postgresql,c: functionality,e: all editions,p: medium,r: duplicate","env,priority,status,topic,topic"
11251,"c: db: postgresql,c: functionality,e: all editions,p: medium,r: feedback pending","env,priority,status,topic,topic"
11252,"c: db: postgresql,c: functionality,e: all editions,p: medium,r: fixed","env,priority,status,topic,topic"
11253,"c: db: postgresql,c: functionality,e: all editions,p: medium,r: worksforme","env,priority,status,topic,topic"
11254,"c: db: postgresql,e: all editions","env,topic"
11255,"c: db: postgresql,e: all editions,p: high","env,priority,topic"
11256,"c: db: postgresql,e: all editions,r: fixed","env,status,topic"
11257,"c: db: postgresql,r: duplicate","env,status"
11258,"c: db: postgresql,r: fixed","env,status"
11260,"c: db: sql data warehouse,r: fixed","env,status"
11262,"c: db: sql server,r: fixed","status,topic"
11263,"c: db: sqlite,c: functionality,e: all editions,p: medium","env,priority,topic,topic"
11264,"c: db: sqlite,c: functionality,e: all editions,p: medium,r: feedback pending","env,priority,status,topic,topic"
11265,"c: db: sqlite,c: functionality,e: all editions,p: medium,r: fixed","env,priority,status,topic,topic"
11268,"c: design / ui,not-in-changelog","status,topic"
11269,"c: doc,enhancement","type,type"
11270,"c: doc,r: fixed,enhancement","status,type,type"
11272,"c: documentation,e: all editions,p: medium","priority,topic,type"
11273,"c: documentation,p: trivial,t: bug","priority,type,type"
11277,"c: functionality,c: parser,e: all editions,p: medium,r: fixed","priority,status,topic,topic,topic"
11278,"c: functionality,e: all editions,p: medium","priority,topic,topic"
11279,"c: functionality,e: all editions,p: medium,r: answered","priority,status,topic,topic"
11280,"c: functionality,e: all editions,p: medium,r: duplicate","priority,status,topic,topic"
11281,"c: functionality,e: all editions,p: medium,r: fixed","priority,status,topic,topic"
11282,"c: functionality,e: all editions,p: medium,r: invalid","priority,status,topic,topic"
11283,"c: functionality,e: all editions,p: medium,r: wontfix","priority,status,topic,topic"
11284,"c: functionality,e: all editions,p: medium,r: worksforme","priority,status,topic,topic"
11285,"c: functionality,e: all editions,p: medium,t: incompatible change","priority,topic,topic,topic"
11286,"c: functionality,e: open source edition,p: medium","priority,topic,topic"
11287,"c: functionality,e: open source edition,p: medium,r: answered","priority,status,topic,topic"
11288,"c: functionality,p: medium,r: invalid","priority,status,topic"
11289,"c: functionality,r: fixed","status,topic"
11290,"c: functionality,r: wontfix","status,topic"
11292,"c: grid,kendo1","topic,topic"
11294,"c: input,c:gui","topic,topic"
11296,"c: integration: eclipse,c: integration: intellij","topic,topic"
11303,"c: lockmode,migrated","status,topic"
11304,"c: lockmode,migrated,r: fixed","status,status,topic"
11312,"c: moose scripts,p: normal","priority,topic"
11313,"c: moose,p: normal","priority,topic"
11322,"c: parser,e: all editions","topic,topic"
11323,"c: parser,e: all editions,p: medium","priority,topic,topic"
11324,"c: parser,e: all editions,p: medium,r: duplicate","priority,status,topic,topic"
11325,"c: parser,e: all editions,p: medium,r: fixed","priority,status,topic,topic"
11326,"c: parser,r: duplicate","status,topic"
11329,"c: physics,r: worksforme","status,topic"
11330,"c: physics,s: validated","status,topic"
11332,"c: queryover,migrated","status,topic"
11333,"c: queryover,migrated,r: fixed","status,status,topic"
11334,"c: queryover,migrated,r: obsolete","status,status,topic"
11335,"c: remotetrx,c: svxlink server core","topic,topic"
11345,"c: upload,documentation","topic,type"
11349,"c: validate(),r: fixed","status,topic"
11355,"c:calendar,sev: low","priority,topic"
11357,"c:chart,c:tooltip","topic,topic"
11364,"c:dropdownlist,sev: low","priority,topic"
11365,"c:editor,sev: high","priority,topic"
11368,"c:gen-html,c:search","topic,topic"
11370,"c:graphics,r:waiting for feedback,t: defect","status,topic,type"
11371,"c:graphics,t: defect","topic,type"
11378,"c:menu,bug","topic,type"
11381,"c:nif-data,c:opengl","topic,topic"
11385,"c:owl,p:critical","priority,topic"
11386,"c:owl,p:critical,t:bug","priority,topic,type"
11387,"c:owl,p:major","priority,topic"
11388,"c:owl,p:major,question","priority,topic,type"
11389,"c:owl,p:major,t:bug","priority,topic,type"
11390,"c:owl,question","topic,type"
11391,"c:owl,t:bug","topic,type"
11392,"c:owl,t:feature","topic,type"
11404,"c:text,s:help-wanted","status,topic"
11405,"c:text,s:question","topic,type"
11414,"cabal,configuration","topic,topic"
11416,"cabal-install: cmd/clean,type: enhancement","topic,type"
11422,"cabal-install: cmd/install,cabal-install: nix-local-build","topic,topic"
11423,"cabal-install: cmd/install,cabal-install: nix-local-build,type: enhancement","topic,topic,type"
11424,"cabal-install: cmd/install,meta: easy","priority,topic"
11425,"cabal-install: cmd/install,meta: easy,resolution: duplicate","priority,status,topic"
11426,"cabal-install: cmd/install,resolution: duplicate","status,topic"
11427,"cabal-install: cmd/install,type: assertion-fail","topic,topic"
11429,"cabal-install: cmd/outdated,meta: 23skidoo","topic,topic"
11434,"cabal-install: cmd/update,priority: high :fire:","priority,topic"
11435,"cabal-install: cmd/update,type: bug","topic,type"
11440,"cabal-install: nix-local-build,documentation","topic,type"
11441,"cabal-install: nix-local-build,meta: hvr","topic,topic"
11442,"cabal-install: nix-local-build,priority: high :fire:","priority,topic"
11443,"cabal-install: sandbox,meta: 23skidoo","topic,topic"
11445,"cabal-install: solver,type: enhancement","topic,type"
11447,"cabal-install: stanza/custom-setup,meta: easy,type: enhancement","priority,topic,type"
11448,"cabal-install: stanza/custom-setup,meta: hvr","topic,topic"
11449,"cabal-install: stanza/custom-setup,type: bug","topic,type"
11450,"cabal: backpack,cabal-install: backpack,cabal-install: solver,meta: ezyang","topic,topic,topic,unknown"
11451,"cabal: backpack,cabal-install: backpack,meta: ezyang","topic,topic,unknown"
11453,"cabal: cmd/haddock,meta: 23skidoo","topic,topic"
11459,"cabal: file format,type: enhancement","topic,type"
11463,"cabal: tests/package-tests,type: bug","topic,type"
11467,"cache,enhancement,scenario:confidentialclient","topic,topic,type"
11468,"cache,http","topic,topic"
11469,"cache,impacts mvp,medium risk","priority,topic,topic"
11470,"cache,low priority","priority,topic"
11471,"cache,next","priority,topic"
11472,"cache,nginx","topic,topic"
11473,"cache,node v6","topic,version"
11475,"caching,has-proposal","status,topic"
11476,"caching,has-proposal,needs-data","status,status,topic"
11477,"caching,labeling,objectclassification,pixelclassification","topic,topic,topic,topic"
11478,"caching,multi-buildpack-compatibility","topic,topic"
11480,"cactus:api,cactus:sepal","topic,topic"
11487,"cage,patch","topic,type"
11494,"calendar,search","topic,topic"
11498,"calibration,help wanted","status,topic"
11499,"calibration,question","topic,type"
11501,"call for speakers,hacktoberfest","topic,topic"
11504,"call tree,quantum flow","topic,topic"
11507,"call-for-pr,feature-request","status,type"
11508,"call-for-pr,up-for-grabs","status,status"
11511,"callback: onchange,duplicate","status,topic"
11512,"callback: onchange,row: actionsheetrow","topic,topic"
11513,"callback: oncollapseinlinerow,callback: onexpandinlinerow,type: question","topic,topic,type"
11515,"callback: onpresent,custom row,row: multipleselectorrow,row: pushrow,section: selectablesection","topic,topic,topic,topic,topic"
11516,"callback: onpresent,row: alertrow","topic,topic"
11517,"callback: onpresent,row: multipleselectorrow","topic,topic"
11518,"callback: onpresent,row: multipleselectorrow,row: pushrow,section: selectablesection","topic,topic,topic,topic"
11519,"callback: onpresent,row: pushrow","topic,topic"
11520,"callback: onpresent,row: pushrow,section: selectablesection","topic,topic,topic"
11521,"callback: onpresent,type: awaiting response","status,topic"
11522,"callback: onpresent,type: enhancement","topic,type"
